1;322;30367.44;REFORMA DA PRAÇA MAURITÂNIA;LUIZ ANTONIO RAMOS SUMAR;PENHA;1995;89 DIAS;1995-07-26;1995-10-23;12;1.0;PREPARO MANUAL DE TERRENO, COMPREENDENDO ACERTO, RASPAGEM EVENTUALMENTE ATE 0,25M DE PROFUNDIDADE E AFASTAMENTO LATERAL DO MATERIAL EXCEDENTE;M2;1330;;;TERRAPLENO;2020-10-23;2020-10-23;
2;322;30367.44;REFORMA DA PRAÇA MAURITÂNIA;LUIZ ANTONIO RAMOS SUMAR;PENHA;1995;89 DIAS;1995-07-26;1995-10-23;12;2.0;ROCADO MANUAL EM VEGETACAO RALA, COM EMPILHAMENTO LATERAL E QUEIMA DOS RESÍDUOS;M2;1330;;;TERRAPLENO;2020-10-23;2020-10-23;
3;322;30367.44;REFORMA DA PRAÇA MAURITÂNIA;LUIZ ANTONIO RAMOS SUMAR;PENHA;1995;89 DIAS;1995-07-26;1995-10-23;12;3.0;LEVANTAMENTO TOPOGRAFICO, PLANI-ALTIMETRICO E CADASTRAL, EXECUTADO DE ACORDO COM AS ESPECIFICACOES DO DER-RJ, REFERENCIA IT-27/83, EM TERRENO DE OROGRAFIA NAO ACIDENTADA, VEGETACAO RALA E DETALHAMENTO LEVE (ESC. 1 :250);HÁ;0.14;;;TERRAPLENO;2020-10-23;2020-10-23;
4;322;30367.44;REFORMA DA PRAÇA MAURITÂNIA;LUIZ ANTONIO RAMOS SUMAR;PENHA;1995;89 DIAS;1995-07-26;1995-10-23;12;4.0;MARCACAO DE OBRA SEM INSTRUMENTO TOPOGRAFICO, CONSIDERADA A PROJECAO HORIZONTAL DA AREA ENVOLVENTE;M2;1330;;;TERRAPLENO;2020-10-23;2020-10-23;
5;322;30367.44;REFORMA DA PRAÇA MAURITÂNIA;LUIZ ANTONIO RAMOS SUMAR;PENHA;1995;89 DIAS;1995-07-26;1995-10-23;12;5.0;ADMINISTRACAO LOCAL, INSTALACOES E LIGACOES PROVISÓRIAS;MÊS;3;;;TERRAPLENO;2020-10-23;2020-10-23;
6;322;30367.44;REFORMA DA PRAÇA MAURITÂNIA;LUIZ ANTONIO RAMOS SUMAR;PENHA;1995;89 DIAS;1995-07-26;1995-10-23;12;6.0;BARRACAO DE OBRA COM PAREDES DE MADEIRA COMPENSADA, TIPO MADEIRIT A PROVA D'AGUA, COM 10MM DE ESPESSURA, PISO E ESTRUTURA DE PINHO DE 3A. E COBERTURA DE TELHAS ONDULADAS 6MM, DE CIMENTO AMIANTO, EXCLUSIVE PINTURA E LIGACOES PROVISORIAS, INCLUSIVE INSTALAC;M2;12;;;TERRAPLENO;2020-10-23;2020-10-23;
7;322;30367.44;REFORMA DA PRAÇA MAURITÂNIA;LUIZ ANTONIO RAMOS SUMAR;PENHA;1995;89 DIAS;1995-07-26;1995-10-23;12;7.0;PLACA DE IDENTIFICACAO DE OBRA PÚBLICA, INCLUSIVE PINTURA E SUPORTES DE MADEIRA. FORNECIMENTO E COLOCACAO;M2;3;;;TERRAPLENO;2020-10-23;2020-10-23;
8;322;30367.44;REFORMA DA PRAÇA MAURITÂNIA;LUIZ ANTONIO RAMOS SUMAR;PENHA;1995;89 DIAS;1995-07-26;1995-10-23;12;8.0;BARRAGEM DE BLOQUEIO DE OBRA NA VIA PÚBLICA, DE ACORDO COM A RESOLUCAO SMO-RJ NO. 379, DE 29/08/1984, COMPREENDENDO O FORNECIMENTO, PINTURA DOS SUPORTES DE MADEIRA E REAPROVEITAMENTO DO CONJUNTO 40 (QUARENTA) VEZES;M;0;;;TERRAPLENO;2020-10-23;2020-10-23;
9;322;30367.44;REFORMA DA PRAÇA MAURITÂNIA;LUIZ ANTONIO RAMOS SUMAR;PENHA;1995;89 DIAS;1995-07-26;1995-10-23;12;9.0;BARRAGENS DE BLOQUEIO DE OBRA NA VIA PÚBLICA, DE ACORDO COM A RESOLUCAO SMO-RJ NO. 379, DE 29/08/1984, COMPREENDENDO A COLOCACAO E RETIRADA UMA VEZ;M;0;;;TERRAPLENO;2020-10-23;2020-10-23;
10;322;30367.44;REFORMA DA PRAÇA MAURITÂNIA;LUIZ ANTONIO RAMOS SUMAR;PENHA;1995;89 DIAS;1995-07-26;1995-10-23;12;10.0;ESCAVACAO MANUAL DE VALA EM MATERIAL DE PRIMEIRA 1 A. CATEGORIA (AREIA, ARGILA OU PICARRA), ATE 1,50 M DE PROFUNDIDADE, EXCLUSIVE ESCORAMENTO E ESGOTAMENTO;M3;3;;;TERRAPLENO;2020-10-23;2020-10-23;
11;322;30367.44;REFORMA DA PRAÇA MAURITÂNIA;LUIZ ANTONIO RAMOS SUMAR;PENHA;1995;89 DIAS;1995-07-26;1995-10-23;12;11.0;COMPACTACAO DE MATERIAL DE 1 A. CATEGORIA, INCLUSIVE DESCARGA DE CAMINHAO BASCULANTE, MOVIMENTACAO A 1 TIRO DE PA, ESPALHAMENTO E SOCAMENTE MANUAL EM CAMADAS DE 30 CM DE MATERIAL APICOADO;M3;20;;;TERRAPLENO;2020-10-23;2020-10-23;
12;322;30367.44;REFORMA DA PRAÇA MAURITÂNIA;LUIZ ANTONIO RAMOS SUMAR;PENHA;1995;89 DIAS;1995-07-26;1995-10-23;12;12.0;REATERRO DE VALA, COMPACTADO A MACO, EM CAMADAS DE 30 CM DE ESPESSURA MAXIMA, COM MATERIAL DE BOA QUALIDADE;M3;1;;;TERRAPLENO;2020-10-23;2020-10-23;
13;322;30367.44;REFORMA DA PRAÇA MAURITÂNIA;LUIZ ANTONIO RAMOS SUMAR;PENHA;1995;89 DIAS;1995-07-26;1995-10-23;12;13.0;TRANSPORTE DE CARGA DE QUALQUER NATUREZA, EXCLUSIVE AS DESPESAS DE CARGA E DESCARGA, TANTO DE· ESEPRA DO CAMINHAO COMO DO SERVENTE OU EQUIPAMENTO AUXILIAR, A VELOCIDADE MEDIA DE 30 KM/H, EM CAMINHAO BASCULANTE À  ÓLEO DIESEL, COM CAPACIDADE UTIL DE 8T;TXKM;10830;;;TERRAPLENO;2020-10-23;2020-10-23;
14;322;30367.44;REFORMA DA PRAÇA MAURITÂNIA;LUIZ ANTONIO RAMOS SUMAR;PENHA;1995;89 DIAS;1995-07-26;1995-10-23;12;14.0;CARGA MANUAL E DESCARGA MECANICA DE MATERIAL A GRANEL (AGREGADOS, PEDRA-DE-MAO, PARALELOS, TERRA E ESCOMBRO), COMPREENDENDO OS TEMPOS PARA CARGA, DESCARGA E MANOBRAS DO CAMINHAO BASCULANTE A OLEO DIESEL, COM CAPACIDADE UTIL DE 8T, EMPREGANDO 2 SERVENTES N;T;361;;;TERRAPLENO;2020-10-23;2020-10-23;
15;322;30367.44;REFORMA DA PRAÇA MAURITÂNIA;LUIZ ANTONIO RAMOS SUMAR;PENHA;1995;89 DIAS;1995-07-26;1995-10-23;12;15.0;MOBILIZACAO DE EQUIPE E EQUIPAMENTOS E DESMOBILIZACAO;ETAPA;2;;;TERRAPLENO;2020-10-23;2020-10-23;
16;322;30367.44;REFORMA DA PRAÇA MAURITÂNIA;LUIZ ANTONIO RAMOS SUMAR;PENHA;1995;89 DIAS;1995-07-26;1995-10-23;12;16.0;TRANSPORTE HORIZONTAL DE MATERIAL DE 1 A. CATEGORIA OU ENTULHO EM CARRINHOS, A 20 M DE DISTANCIA, INCLUSIVE CARGA A PA;M3;40;;;TERRAPLENO;2020-10-23;2020-10-23;
17;322;30367.44;REFORMA DA PRAÇA MAURITÂNIA;LUIZ ANTONIO RAMOS SUMAR;PENHA;1995;89 DIAS;1995-07-26;1995-10-23;12;17.0;PLACA DE INAUGURACAO EM ALUMÍNIO COM AS DIMENSOES DE 0,40 X 0,60 M. FORNECIMENTO E COLOCACAO;UN;1;;;TERRAPLENO;2020-10-23;2020-10-23;
18;322;30367.44;REFORMA DA PRAÇA MAURITÂNIA;LUIZ ANTONIO RAMOS SUMAR;PENHA;1995;89 DIAS;1995-07-26;1995-10-23;12;18.0;PLANTIO DE PLANTAS DE COBERTURA, CONFORME PROJETO R.P.J.;UN;1416;;;TERRAPLENO;2020-10-23;2020-10-23;
19;322;30367.44;REFORMA DA PRAÇA MAURITÂNIA;LUIZ ANTONIO RAMOS SUMAR;PENHA;1995;89 DIAS;1995-07-26;1995-10-23;12;19.0;PLANTAS DE COBERTURA TIPO-1, CONFORME PROJETO, FORNECIMENTO;UN;1080;;;TERRAPLENO;2020-10-23;2020-10-23;
20;322;30367.44;REFORMA DA PRAÇA MAURITÂNIA;LUIZ ANTONIO RAMOS SUMAR;PENHA;1995;89 DIAS;1995-07-26;1995-10-23;12;20.0;PLANTAS DE COBERTURA TIPO-2, CONFORME PROJETO, FORNECIMENTO;UN;336;;;TERRAPLENO;2020-10-23;2020-10-23;
21;322;30367.44;REFORMA DA PRAÇA MAURITÂNIA;LUIZ ANTONIO RAMOS SUMAR;PENHA;1995;89 DIAS;1995-07-26;1995-10-23;12;21.0;"PLANTIO DE ARVORE ISOLADA DE 2M DE ALTURA, DE QUALQUER ESPECIE, EM LOGRADOURO PÚBLICO; INCLUSIVE TRANSPORTE, TERRA PRETA SIMPLES E ESTACA DE MADEIRA (TUTOR); EXCLUSIVE O FORNECIMENTO DA ARVORE";UN;15;;;TERRAPLENO;2020-10-23;2020-10-23;
22;322;30367.44;REFORMA DA PRAÇA MAURITÂNIA;LUIZ ANTONIO RAMOS SUMAR;PENHA;1995;89 DIAS;1995-07-26;1995-10-23;12;22.0;ARBUSTO PARA JARDIM, CONFORME PROJETO RPJ, PLANTIO;UN;107;;;TERRAPLENO;2020-10-23;2020-10-23;
